id,site,job_url,job_url_direct,title,company,date_posted,level,job_group,remote,city,state,country,city_state,max_salary,min_salary,mean_salary,skills,experience,education,programming_languages,languages
in-f959f5180717de3b,indeed,https://www.indeed.com/viewjob?jk=f959f5180717de3b,https://careers.hubinternational.com/us/en/job/HULHICUSR0027708EXTERNALENUS/Senior-Actuarial-Analyst?utm_source=indeed&utm_medium=phenom-feeds,Senior Actuarial Analyst,HUB International,2024-12-06,Senior,Analyst,On Site,Chicago,IL,US,"Chicago,IL",110000.0,75000.0,92500.0,"Power Query, VBA, Excel, Bachelor, SQL, Power BI",3,Bachelor,"VBA, SQL",
in-f4c25a04350389b0,indeed,https://www.indeed.com/viewjob?jk=f4c25a04350389b0,https://capps.taleo.net/careersection/ex/jobdetail.ftl?job=00046810&tz=GMT-06%3A00&tzname=America%2FChicago,TxDMV - Management Analyst IV,Texas Department of Motor Vehicles,2024-12-06,Mid-Level,Analyst,Hybrid,Austin,TX,US,"Austin,TX",79992.0,75996.0,77994.0,,5,,,
in-042724f71f31f413,indeed,https://www.indeed.com/viewjob?jk=042724f71f31f413,https://asgi.bamboohr.com/careers/124?source=indeed&src=indeed&postedDate=2024-12-06,Data Analyst,,2024-12-06,Mid-Level,Data Analyst,Remote,,HI,US,,68080.0,60720.0,64400.0,,0,,,
in-f1691c807297b0c2,indeed,https://www.indeed.com/viewjob?jk=f1691c807297b0c2,https://arcetyp.bamboohr.com/careers/1080?source=indeed&src=indeed&postedDate=2024-12-06,FOIA Analyst for Govt Contract via Telework,Arcetyp LLC,2024-12-06,Mid-Level,Analyst,Remote,Gaithersburg,MD,US,"Gaithersburg,MD",88365.0,69786.0,79075.5,"Bachelor, Office",2,Bachelor,,
in-8b505495ae92d089,indeed,https://www.indeed.com/viewjob?jk=8b505495ae92d089,https://www.teamworkonline.com/sports-technology-jobs/sports-technology-careers/eventellect/business-intelligence-analyst-2102143?source=Indeed,Business Intelligence Analyst,Eventellect,2024-12-06,Mid-Level,Business Intelligence,On Site,Houston,TX,US,"Houston,TX",101580.0,80223.0,90901.5,"Snowflake, Bachelor, SQL, Looker, Tableau, Power BI",0,Bachelor,SQL,
in-2ac77608c554fb4a,indeed,https://www.indeed.com/viewjob?jk=2ac77608c554fb4a,https://eschergroup.bamboohr.com/careers/124?source=indeed&src=indeed&postedDate=2024-12-06,Senior Business Analyst (Remote ET/CT),Escher Group Ltd,2024-12-06,Senior,Business Analyst,Remote,Boston,MA,US,"Boston,MA",129622.0,102369.0,115995.5,"Agile, PowerPoint",3,,,
in-220104eab7a55d0f,indeed,https://www.indeed.com/viewjob?jk=220104eab7a55d0f,https://jobs.erieinsurance.com/job/Erie-Senior-IT-Analyst-PA-16530/1239931100/,Senior IT Analyst,Erie Insurance Group,2024-12-06,Senior,Analyst,Remote,Erie,PA,US,"Erie,PA",150000.0,101500.0,125750.0,SQL,5,,SQL,
in-58cfaeb15e787ee9,indeed,https://www.indeed.com/viewjob?jk=58cfaeb15e787ee9,https://www.governmentjobs.com/careers/traviscounty/jobs/4720876/records-analyst-supervisor,Records Analyst Supervisor,Travis County Sheriff,2024-12-06,Mid-Level,Analyst,On Site,Austin,TX,US,"Austin,TX",79323.0,63458.0,71390.5,Bachelor,5,Bachelor,,
in-728ccf3aff3176be,indeed,https://www.indeed.com/viewjob?jk=728ccf3aff3176be,https://medmutual.taleo.net/careersection/mmo_external/jobdetail.ftl?job=103342,Clinical Quality Data Analyst,Medical Mutual of Ohio,2024-12-06,Mid-Level,Data Analyst,Remote,Brooklyn,OH,US,"Brooklyn,OH",85162.0,67257.0,76209.5,"Master, MBA, Bachelor, SQL, Tableau",1,MBA,SQL,
in-a7e4c1b283cfcf97,indeed,https://www.indeed.com/viewjob?jk=a7e4c1b283cfcf97,https://rb.wd5.myworkdayjobs.com/en-US/FRS/job/Philadelphia-PA/FINANCIAL-STATISTICS-ANALYST-I_R-0000027728-1,FINANCIAL STATISTICS ANALYST I,Federal Reserve Bank of Philadelphia,2024-12-06,Mid-Level,Statistician/Mathemathics,Hybrid,Philadelphia,PA,US,"Philadelphia,PA",77554.0,61248.0,69401.0,"Bachelor, PowerPoint, Excel",5,Bachelor,,
in-ffdcbb687791fa78,indeed,https://www.indeed.com/viewjob?jk=ffdcbb687791fa78,https://rb.wd5.myworkdayjobs.com/en-US/FRS/job/New-York-NY/Data-Analytics-Specialist_R-0000027727,Data Analytics Specialist,Federal Reserve Bank of New York,2024-12-06,Mid-Level,Data Analyst,On Site,New York,NY,US,"New York,NY",185000.0,160000.0,172500.0,"Power Apps, Python, SQL, Power Automate, Tableau, Power BI, R",0,,"Python, SQL, R",
in-46d201916e8c0400,indeed,https://www.indeed.com/viewjob?jk=46d201916e8c0400,"https://css-arvest-prd.inforcloudsuite.com/hcm/Jobs/form/JobPosting%5BJobPostingSet%5D%28ARV,12837,5%29.JobPostingDisplay?action=_open&list=JobPosting%5BJobPostingSet%5D%28ARV,_niu_,_niu_%29.SearchForJobsResults&csk.JobBoard=INDEED&csk.showusingxi=true&csk.HROrganization=ARV",Finance and Business Analyst 2,Arvest Bank,2024-12-06,Mid-Level,Business Analyst,Remote,Lowell,AR,US,"Lowell,AR",70585.0,59440.0,65012.5,"Master, Bachelor",3,Master,,
in-183d61898baf0dd3,indeed,https://www.indeed.com/viewjob?jk=183d61898baf0dd3,https://careers.mckesson.com/en/job/-/-/733/74126629664,Business Intelligence Analyst II,McKesson,2024-12-06,Mid-Level,Business Intelligence,On Site,Nashville,TN,US,"Nashville,TN",111447.0,88015.0,99731.0,"Master, Bachelor, ERP",3,Master,,
in-a6ff571707b6d30c,indeed,https://www.indeed.com/viewjob?jk=a6ff571707b6d30c,https://nationwide.wd1.myworkdayjobs.com/en-US/Nationwide_Career/job/Arizona---Scottsdale-18700-North-Hayden-Road/AVP--Property---Casualty-Business-Insights_90317,"AVP, Property & Casualty Business Insights",Nationwide Mutual Insurance Company,2024-12-06,Lead,Business Analyst,Remote,Scottsdale,AZ,US,"Scottsdale,AZ",,,,Artificial Intelligence,10,,,
in-982f3fcff46f04bb,indeed,https://www.indeed.com/viewjob?jk=982f3fcff46f04bb,https://careers.leidos.com/jobs/15338463-senior-business-analyst?tm_job=R-00149317&tm_event=view&tm_company=2502,Senior Business Analyst,Leidos,2024-12-06,Senior,Business Analyst,On Site,Lexington,KY,US,"Lexington,KY",124550.0,68900.0,96725.0,Bachelor,15,Bachelor,,
in-346187d207c9d6c4,indeed,https://www.indeed.com/viewjob?jk=346187d207c9d6c4,https://intonenetworks.com/careers-at-intone,Business Analyst,Intone Networks,2024-12-06,Mid-Level,Business Analyst,On Site,Madison,WI,US,"Madison,WI",103789.0,81967.0,92878.0,,0,,,
in-c23b3fe55639bf6f,indeed,https://www.indeed.com/viewjob?jk=c23b3fe55639bf6f,https://www.governmentjobs.com/careers/boiseid/jobs/4751494/process-analyst-ii,Process Analyst II,"City of Boise, ID",2024-12-06,Mid-Level,Analyst,On Site,Boise,ID,US,"Boise,ID",64201.0,50702.0,57451.5,"Bachelor, English",2,Bachelor,,English
in-a6c48e3b40186b85,indeed,https://www.indeed.com/viewjob?jk=a6c48e3b40186b85,https://wd1.myworkdaysite.com/en-US/recruiting/ssctech/SSCTechnologies/job/Jacksonville-FL/Operations-Analyst_R29579,Operations Analyst,SS&C,2024-12-06,Mid-Level,Operations Analyst,Hybrid,Jacksonville,FL,US,"Jacksonville,FL",82322.0,65013.0,73667.5,"Bachelor, Office",0,Bachelor,,
in-cdce2d6d950dce18,indeed,https://www.indeed.com/viewjob?jk=cdce2d6d950dce18,https://iberdrola.wd3.myworkdayjobs.com/en-US/Iberdrola/job/United-States-Of-America-New-York-Rochester/Analyst---Workforce-Data---Analytics_R-12609,Analyst - Workforce Data & Analytics,Avangrid,2024-12-06,Mid-Level,Data Analyst,On Site,Rochester,NY,US,"Rochester,NY",95233.0,69260.0,82246.5,"Excel, Bachelor, PowerPoint, Word, SAP, ERP, Power BI",0,Bachelor,,
in-19456dc96537521a,indeed,https://www.indeed.com/viewjob?jk=19456dc96537521a,https://bmo.wd3.myworkdayjobs.com/en-US/External/job/Brookfield-WI-USA/Fraud-Analyst_R240028108?source=Indeed,Fraud Analyst,BMO US,2024-12-06,Mid-Level,Analyst,On Site,Brookfield,WI,US,"Brookfield,WI",63700.0,41715.0,52707.5,,0,,,
in-4d2ca2eec476be56,indeed,https://www.indeed.com/viewjob?jk=4d2ca2eec476be56,https://www.governmentjobs.com/careers/augustaga/jobs/4752828/gis-pd-analyst,GIS P&D Analyst,"City of Augusta, GA",2024-12-06,Mid-Level,Analyst,Remote,Augusta,GA,US,"Augusta,GA",,,,SQL,4,,SQL,
in-a13bc214b3ba15c9,indeed,https://www.indeed.com/viewjob?jk=a13bc214b3ba15c9,https://recruiting2.ultipro.com/HOL1001HOLT/JobBoard/bbfb06be-c727-44e6-8383-4a57aa823c60/OpportunityDetail?opportunityId=67753972-55c4-434b-b2fe-d7c31d687908&postingId=a1f10f5b-982f-42be-855e-0d16a88238de,Data Solutions Delivery Analyst 2,Holt CAT,2024-12-06,Mid-Level,Data Analyst,Remote,,TX,US,,124156.0,98052.0,111104.0,"Master, Salesforce, Snowflake, Bachelor, SQL, Dynamics 365, Agile, Azure",0,Master,SQL,
in-2a50c65e34a6381a,indeed,https://www.indeed.com/viewjob?jk=2a50c65e34a6381a,https://jobs.dayforcehcm.com/en-US/allyn/AllynIntl/jobs/909,Logistics Analyst,"Allyn International Services, Inc.",2024-12-06,Mid-Level,Analyst,On Site,Deer Park,TX,US,"Deer Park,TX",50000.0,48000.0,49000.0,SAP,0,,,
in-1d1349c29ebff406,indeed,https://www.indeed.com/viewjob?jk=1d1349c29ebff406,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/270270,Senior Business Analyst,Oracle,2024-12-06,Senior,Business Analyst,On Site,,,,,101771.0,80374.0,91072.5,"German, Oracle, Bachelor, Spanish, Artificial Intelligence, English",2,Bachelor,,"German, Spanish, English"
in-3d901cd8a14a5ebc,indeed,https://www.indeed.com/viewjob?jk=3d901cd8a14a5ebc,https://eeab.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/241054,"Business Analyst, Sr. - HRIS",Citizens Property Insurance,2024-12-06,Senior,Business Analyst,On Site,Jacksonville,FL,US,"Jacksonville,FL",118073.0,93248.0,105660.5,"Office, Oracle, Bachelor, SQL, PowerPoint, Agile, Excel",3,Bachelor,SQL,
in-192d92b5b54e72c1,indeed,https://www.indeed.com/viewjob?jk=192d92b5b54e72c1,https://liveramp.wd5.myworkdayjobs.com/en-US/LiveRampCareers/job/New-York/Expert-Data-Analyst_JR011390,Expert Data Analyst,LiveRamp,2024-12-06,Senior,Data Analyst,Remote,New York,NY,US,"New York,NY",160000.0,110000.0,135000.0,,0,,,
in-b19b73f3207d7b90,indeed,https://www.indeed.com/viewjob?jk=b19b73f3207d7b90,https://www.governmentjobs.com/careers/tabc/jobs/4748677/management-analyst-i-licensing,Management Analyst I - Licensing,TEXAS ALCOHOLIC BEVERAGE COMMISSION,2024-12-06,Mid-Level,Analyst,Hybrid,Austin,TX,US,"Austin,TX",,,,"PowerPoint, Excel, Word",2,,,
in-18b8a3c8c0a03141,indeed,https://www.indeed.com/viewjob?jk=18b8a3c8c0a03141,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=328b500d-cc69-4f6b-906f-555350fc43f5&ccId=19000101_000001&jobId=539373&source=IN&lang=en_US,Content Analyst,"Holley Performance Products, Inc.",2024-12-06,Mid-Level,Analyst,On Site,Bowling Green,KY,US,"Bowling Green,KY",79087.0,62459.0,70773.0,Bachelor,0,Bachelor,,
in-d02756bc49b8cdac,indeed,https://www.indeed.com/viewjob?jk=d02756bc49b8cdac,https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=122023&clientkey=C6BDEA3E5FFD28A2A877C3F620B5A9A5&source=Indeed,Financial Analyst (Onsite),Ace Precision Machining Corp.,2024-12-06,Mid-Level,Financial Analyst,On Site,Oconomowoc,WI,US,"Oconomowoc,WI",79608.0,62870.0,71239.0,"Bachelor, ERP, Excel, Office",3,Bachelor,,
in-6921dd4f52f8567b,indeed,https://www.indeed.com/viewjob?jk=6921dd4f52f8567b,http://www.safran-group.com/fr/talents/Nos%20offres/offer/148927?OriginID=3698&LCID=1033&offerReference=2024-148927,Supply Chain Co-Op - Data Analyst,Safran,2024-12-06,Mid-Level,Data Analyst,On Site,Los Angeles,CA,US,"Los Angeles,CA",49063.0,38748.0,43905.5,"Master, SAP, Excel",0,Master,,
in-555cfad00da97bdd,indeed,https://www.indeed.com/viewjob?jk=555cfad00da97bdd,https://newrez.wd1.myworkdayjobs.com/en-US/Genesis/job/CA-Sherman-Oaks/Business-Analyst_R6970,Business Analyst,Shellpoint Mortgage Servicing,2024-12-06,Mid-Level,Business Analyst,Remote,Sherman Oaks,CA,US,"Sherman Oaks,CA",120000.0,100000.0,110000.0,"Agile, Bachelor, Jira",2,Bachelor,,
in-23008d3f4c17b6eb,indeed,https://www.indeed.com/viewjob?jk=23008d3f4c17b6eb,https://proofpoint.wd5.myworkdayjobs.com/en-US/ProofpointCareers/job/Sunnyvale-CA/Business-Analyst_R11568,Business Analyst,Proofpoint,2024-12-06,Mid-Level,Business Analyst,On Site,Sunnyvale,CA,US,"Sunnyvale,CA",147290.0,66640.0,106965.0,"Excel, DAX, Python, SQL, Power BI",0,,"DAX, Python, SQL",
in-f6bfb1ab1335a848,indeed,https://www.indeed.com/viewjob?jk=f6bfb1ab1335a848,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0e384b78-7d58-4f1c-939b-a42c67ee25be&ccId=19000101_000001&jobId=495979&source=IN&lang=en_US,Technical Business Analyst II,Orange County's Credit Union,2024-12-06,Mid-Level,Business Analyst,On Site,Santa Ana,CA,US,"Santa Ana,CA",88320.0,73600.0,80960.0,"Azure, Bachelor, Agile, Jira, Excel",3,Bachelor,,
in-24cd8e5b307d66ab,indeed,https://www.indeed.com/viewjob?jk=24cd8e5b307d66ab,https://luriechildrens.wd1.myworkdayjobs.com/en-US/externalportal/job/Streeterville-Chicago-IL/Business-Intelligence-Analyst--Sr_JR2024-3362-1,"Business Intelligence Analyst, Sr",Ann & Robert H. Lurie Children's Hospital of Chicago,2024-12-06,Senior,Business Intelligence,On Site,Chicago,IL,US,"Chicago,IL",108912.0,86014.0,97463.0,"SSRS, Bachelor, Agile, Jira, Power BI",6,Bachelor,,
in-279bd362e856f7f3,indeed,https://www.indeed.com/viewjob?jk=279bd362e856f7f3,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=8d70e887-b125-4809-acb3-35cb4fa15e3e&ccId=19000101_000001&jobId=519883&source=IN&lang=en_US,USMS Data Analyst,Tuba Group,2024-12-06,Mid-Level,Data Analyst,On Site,Arlington,VA,US,"Arlington,VA",55000.0,50000.0,52500.0,Bachelor,0,Bachelor,,
in-9effeb5281e97f80,indeed,https://www.indeed.com/viewjob?jk=9effeb5281e97f80,https://careers.georgia.gov/jobs/enterprise-business-analyst-state-based-exchange-60447,Enterprise Business Analyst - State Based Exchange,State of Georgia,2024-12-06,Mid-Level,Business Analyst,On Site,Atlanta,GA,US,"Atlanta,GA",86000.0,68000.0,77000.0,,3,,,
in-0821d7309450df1f,indeed,https://www.indeed.com/viewjob?jk=0821d7309450df1f,https://meckcounty.csod.com/ux/ats/careersite/1/home/requisition/14270?c=meckcounty,Office of the Tax Collector IT Business Analyst,Mecklenburg County,2024-12-06,Mid-Level,Business Analyst,On Site,,NC,US,,95959.0,63973.0,79966.0,"Bachelor, Excel, SQL",2,Bachelor,SQL,
in-df862d82bac500c0,indeed,https://www.indeed.com/viewjob?jk=df862d82bac500c0,https://jobs.nucor.com/job/Cincinnati-BI-Analyst-OH-45202/1230689400/?feedId=408100&utm_source=Indeed&utm_campaign=Nucor_Indeed,BI Analyst,The David J. Joseph Company,2024-12-06,Mid-Level,Business Intelligence,Hybrid,Cincinnati,OH,US,"Cincinnati,OH",92235.0,72843.0,82539.0,"Power BI, Databricks, DAX, Azure, Bachelor, Dynamics 365, Fabric, Agile, Excel",3,Bachelor,DAX,
in-34b58984d9480c94,indeed,https://www.indeed.com/viewjob?jk=34b58984d9480c94,https://careers-allnativegroup.icims.com/jobs/8781/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,Junior Business Development Data Analyst (Intern),All Native Group,2024-12-06,Junior,Data Analyst,On Site,Fairfax,VA,US,"Fairfax,VA",55617.0,43923.0,49770.0,"Power Automate, Power BI, Excel",0,,,
in-ec47ccbfe964cb8e,indeed,https://www.indeed.com/viewjob?jk=ec47ccbfe964cb8e,https://goodrx.wd1.myworkdayjobs.com/en-US/careers/job/CA-HQ/Lead-Data-Operations-Analyst_JR100352,Lead Data Operations Analyst,GoodRx,2024-12-06,Lead,Operations Analyst,On Site,,CA,US,,216000.0,124000.0,170000.0,"Bachelor, SQL, Google Sheets, Artificial Intelligence, Looker, Excel",8,Bachelor,SQL,
in-819e7e233ace0b07,indeed,https://www.indeed.com/viewjob?jk=819e7e233ace0b07,https://www.applicantpro.com/openings/nbme/jobs/3582493-86137,Education Measurement Data Analyst,NBME,2024-12-06,Mid-Level,Data Analyst,Hybrid,Philadelphia,PA,US,"Philadelphia,PA",92857.0,74286.0,83571.5,"Master, Bachelor, SQL, R",2,Master,"SQL, R",
in-b3967ca46a27dbee,indeed,https://www.indeed.com/viewjob?jk=b3967ca46a27dbee,https://secure6.saashr.com/ta/6158859.careers?CareersSearch,Student Assistant- Information Technology (IT) Data Analytics,University Enterprises Inc,2024-12-06,Mid-Level,Data Analyst,On Site,Sacramento,CA,US,"Sacramento,CA",,,,"DAX, SQL, Python, Power Apps",0,,"DAX, SQL, Python",
in-fef668f81d3ebd3c,indeed,https://www.indeed.com/viewjob?jk=fef668f81d3ebd3c,https://careers.elevancehealth.com/business-information-developer-consultant-hedis-analytics/job/338CB8D98983E9E70745C6AB9FC313F7,Business Information Developer Consultant – HEDIS Analytics,Elevance Health,2024-12-06,Mid-Level,Business Analyst,Hybrid,Norfolk,VA,US,"Norfolk,VA",118477.0,93567.0,106022.0,"SQL, Excel",4,,SQL,
in-2b1ba8d3e67c75a9,indeed,https://www.indeed.com/viewjob?jk=2b1ba8d3e67c75a9,https://recruitingbypaycor.com/career/JobIntroduction.action?id=8a7883a89397f18101939d4ba1896c9d&source=Indeed+Free,Data Privacy Analyst,Miami Dolphins Stadium,2024-12-06,Mid-Level,Data Analyst,Remote,Miami Gardens,FL,US,"Miami Gardens,FL",72736.0,57443.0,65089.5,Bachelor,2,Bachelor,,
in-2f9f5ad3a3f3c389,indeed,https://www.indeed.com/viewjob?jk=2f9f5ad3a3f3c389,https://roviaclinical.com/careers/?gnk=job&gni=8a7883a89397f18101939d6395a475ca&gns=Indeed+Free,Site Feasibility Specialist/Analyst,East Coast Institute for Research,2024-12-06,Mid-Level,Analyst,Remote,,,US,,55000.0,45000.0,50000.0,Bachelor,3,Bachelor,,
in-270182232986d85a,indeed,https://www.indeed.com/viewjob?jk=270182232986d85a,https://www.acsbenefitservices.com/about.php#careers?gnk=job&gni=8a7887ac9397ef9001939d7b3ffe02b3&gns=Indeed+Free,Technical Business Analyst,"ACS Benefit Services, LLC.",2024-12-06,Mid-Level,Business Analyst,Remote,,,US,,118390.0,93499.0,105944.5,"Master, Azure, Python, AWS, Bachelor, SQL, Agile, Tableau, Power BI",7,Master,"Python, SQL",
in-45e0aa53dc819ddd,indeed,https://www.indeed.com/viewjob?jk=45e0aa53dc819ddd,https://jobs.smartrecruiters.com/CityAndCountyOfSanFrancisco1/3743990006093035-principal-administrative-analyst-1824-multiple-departments-citywide-c00188-,Principal Administrative Analyst (1824) - Multiple Departments Citywide (C00188),City and County of San Francisco,2024-12-06,Lead,Analyst,On Site,San Francisco,CA,US,"San Francisco,CA",,,,Master,5,Master,,
in-80e5d84063709993,indeed,https://www.indeed.com/viewjob?jk=80e5d84063709993,https://uncomn.com/careers/?gnk=job&gni=8a7887ac9397ef9001939d3651906aa2&gns=Indeed+Free,IT Business Analyst,UNCOMN,2024-12-06,Mid-Level,Business Analyst,On Site,Scott AFB,IL,US,"Scott AFB,IL",103992.0,82127.0,93059.5,Bachelor,4,Bachelor,,
in-911fd968fbf2a591,indeed,https://www.indeed.com/viewjob?jk=911fd968fbf2a591,https://jobs.smartrecruiters.com/CityAndCountyOfSanFrancisco1/3743990006092995-senior-administrative-analyst-1823-multiple-departments-citywide-c00187-,Senior Administrative Analyst (1823) - Multiple Departments Citywide (C00187),City and County of San Francisco,2024-12-06,Senior,Analyst,On Site,San Francisco,CA,US,"San Francisco,CA",,,,"Master, Tableau, Power BI",3,Master,,
in-e68c158f4614b7bc,indeed,https://www.indeed.com/viewjob?jk=e68c158f4614b7bc,https://careers.penfed.org/jobs/10489?&iis=Job%20Board&iisn=Indeed,"Senior Analyst, Business Analytics & Reporting",PenFed Credit Union,2024-12-06,Senior,Financial Analyst,Hybrid,McLean,VA,US,"McLean,VA",137945.0,108942.0,123443.5,"Master, VBA, Hyperion, Python, Bachelor, SQL, PowerPoint, Tableau, Excel",5,Master,"VBA, Python, SQL",
in-2914bc2da29d126e,indeed,https://www.indeed.com/viewjob?jk=2914bc2da29d126e,https://app.jobvite.com/CompanyJobs/Job.aspx?j=oIPWufwH&s=Indeed,Senior Business Analyst (Auto Insurance),Insurity,2024-12-06,Senior,Business Analyst,Remote,,,US,,137000.0,70000.0,103500.0,"Office, Bachelor, SQL, PowerPoint, Excel",8,Bachelor,SQL,
in-e80bc429fde1d22d,indeed,https://www.indeed.com/viewjob?jk=e80bc429fde1d22d,https://recruiting2.ultipro.com/COM1078CBDB/JobBoard/1f5a4c6b-d583-4b2d-ad6d-90f5aeb171e7/OpportunityDetail?opportunityId=69467976-a91b-4764-b06e-b9b521dd2c77&postingId=77923aeb-72d0-4be1-bc4c-78b7fdbe3fbc,Business Analyst,Care Synergy,2024-12-06,Mid-Level,Business Analyst,On Site,Denver,CO,US,"Denver,CO",64400.0,55200.0,59800.0,"SSRS, Excel, Bachelor, SQL, Power BI",3,Bachelor,SQL,
in-f251721186a9f8d2,indeed,https://www.indeed.com/viewjob?jk=f251721186a9f8d2,https://fa-exki-saasfaprod1.fa.ocs.oraclecloud.com:443/hcmUI/CandidateExperience/en/job/21071,Athlete Partnerships Data Analyst,"Fanatics, Inc",2024-12-06,Mid-Level,Data Analyst,On Site,Coppell,TX,US,"Coppell,TX",106926.0,84445.0,95685.5,"Bachelor, Tableau, Power BI, SQL",3,Bachelor,SQL,
in-03e6c0f05248fa2c,indeed,https://www.indeed.com/viewjob?jk=03e6c0f05248fa2c,https://careers.underarmour.com/job/Baltimore-Allocation-Analyst-MD-21230/1220439600/?feedId=347800&utm_source=Indeed,Allocation Analyst,Under Armour,2024-12-06,Mid-Level,Analyst,Remote,Baltimore,MD,US,"Baltimore,MD",86736.0,63081.0,74908.5,"Bachelor, Excel",2,Bachelor,,
in-9ea32e5f766a54cd,indeed,https://www.indeed.com/viewjob?jk=9ea32e5f766a54cd,https://recruiting2.ultipro.com/NOV1008NOVM/JobBoard/9b08e34e-a9a1-4899-969f-ff8f01878e3a/OpportunityDetail?opportunityId=86fdc355-b8cf-4e7e-b8a7-2ffa2845209c&postingId=b83b5e99-5992-435d-8d56-4d43c2f08f38,"Sr. Analyst, Marketing Analytics & Measurement",Novus Media,2024-12-06,Senior,Data Analyst,On Site,Chicago,IL,US,"Chicago,IL",93323.0,73702.0,83512.5,"Adobe Analytics, VBA, Excel, Python, Bachelor, SQL, Tableau, Power BI, R",4,Bachelor,"VBA, Python, SQL, R",
in-87b97f0069048ae7,indeed,https://www.indeed.com/viewjob?jk=87b97f0069048ae7,http://www.indeed.com/job/junior-market-research-analyst-87b97f0069048ae7,Junior Market Research Analyst,Evans Data Corp,2024-12-06,Junior,Data Analyst,Hybrid,Santa Cruz,CA,US,"Santa Cruz,CA",73000.0,60000.0,66500.0,"Bachelor, Office, R",1,Bachelor,R,
in-dae4b58832cea828,indeed,https://www.indeed.com/viewjob?jk=dae4b58832cea828,https://jobs.boisestate.edu/en-us/job/498732/research-data-compliance-and-security-analyst,Research Data Compliance and Security Analyst,Boise State University,2024-12-06,Mid-Level,Data Analyst,Hybrid,Boise,ID,US,"Boise,ID",118809.0,95056.0,106932.5,"Agile, AWS, Google Cloud, Bachelor",5,Bachelor,,
in-cfaa6c83b0fb1d8f,indeed,https://www.indeed.com/viewjob?jk=cfaa6c83b0fb1d8f,https://hr.myu.umn.edu/jobs/ext/365892,Data Analyst I- IPUMS NHGIS,University of Minnesota,2024-12-06,Mid-Level,Data Analyst,Hybrid,Minneapolis,MN,US,"Minneapolis,MN",81516.0,64377.0,72946.5,"Python, R",4,,"Python, R",
in-c8f3e4a705a10e26,indeed,https://www.indeed.com/viewjob?jk=c8f3e4a705a10e26,https://jobs.bcm.edu/job/ProgrammerAnalyst-I-Neurology/1239880900/?feedId=295800&utm_source=Indeed&utm_campaign=Baylor_Indeed,Programmer/Analyst I - Neurology,Baylor College of Medicine,2024-12-06,Mid-Level,Analyst,On Site,,,,,67998.0,53701.0,60849.5,"Matlab, Python, Bachelor, Tensor Flow, Matplotlib, R",4,Bachelor,"Python, R",
in-8ec6b3478a2756c0,indeed,https://www.indeed.com/viewjob?jk=8ec6b3478a2756c0,https://jobs.smartrecruiters.com/TheWonderfulCompany/744000030660397-data-analyst-continuous-improvement-transportation,Data Analyst - Continuous Improvement & Transportation,Fiji Water,2024-12-06,Mid-Level,Data Analyst,Hybrid,Tucson,AZ,US,"Tucson,AZ",83908.0,66267.0,75087.5,"Excel, Oracle, PowerPoint, ERP, Power BI",1,,,
in-64768c050f7dd226,indeed,https://www.indeed.com/viewjob?jk=64768c050f7dd226,https://jobs.colostate.edu/postings/154405,"University Budget Office, System Budget Analyst",Colorado State University,2024-12-06,Mid-Level,Financial Analyst,Hybrid,Fort Collins,CO,US,"Fort Collins,CO",85000.0,78000.0,81500.0,"Master, MBA, Office, Bachelor, Excel",5,MBA,,
in-d9b0eae16c742fb9,indeed,https://www.indeed.com/viewjob?jk=d9b0eae16c742fb9,https://purity.applytojob.com/apply/MrsZRGrmje/Business-AnalystJanusea?source=INDE&~,Business Analyst-Janusea,,2024-12-06,Mid-Level,Business Analyst,Remote,,,US,,117220.0,92574.0,104897.0,"HTML, Bachelor",5,Bachelor,HTML,
in-91ffd4cb5450bd37,indeed,https://www.indeed.com/viewjob?jk=91ffd4cb5450bd37,https://begroup.catsone.com/careers/39721-General/jobs/16577329-Jr-Business-Analyst/?ref=Indeed,Jr. Business Analyst,be group,2024-12-06,Junior,Business Analyst,Hybrid,Malvern,PA,US,"Malvern,PA",77534.0,61232.0,69383.0,"Bachelor, SQL",1,Bachelor,SQL,
in-e966dc2ebe1ded03,indeed,https://www.indeed.com/viewjob?jk=e966dc2ebe1ded03,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001085176306&c=1182215&d=ExternalCareerSite&rb=INDEED&idUnique=5001085176306,Financial Business Analyst,Yamaha Motor,2024-12-06,Mid-Level,Business Analyst,On Site,Kennesaw,GA,US,"Kennesaw,GA",80222.0,63355.0,71788.5,"Office, Bachelor, PowerPoint, SAP, Excel",3,Bachelor,,
